Topic,Words,Frequency,Timestamp,Name
8,"cat, meat, animals, farm, park",12,2020-04-28 23:44:55.400000000,8_dog_animals_meat_cat
9,"italy, italian, hail, thousands coronavirus treatment, gargantuan hail",8,2020-04-28 23:44:55.400000000,9_italy_italian_coronavirus_deaths
10,"boris johnson, boris, johnson, announce birth, birth",8,2020-04-28 23:44:55.400000000,10_johnson_boris_boris johnson_brexit
11,"poverty, economic, gdp, recession, stock",8,2020-04-28 23:44:55.400000000,11_stock_economy_recession_market
12,"provocations say, provocations say russia, iran provocations, iran provocations say, provocations",1,2020-04-28 23:44:55.400000000,12_plane_crash_iran_ukrainian
13,"brazil, bolsonaro, brazilian, bolsonaro say, president",31,2020-04-28 23:44:55.400000000,13_brazil_bolsonaro_brazilian_president
14,"kim, jong, kim jong, north, korea",75,2020-04-28 23:44:55.400000000,14_kim_jong_kim jong_north
15,"unburnt areas victorian, forest argue risk, threaten species summer, areas victorian native, damage threaten species",1,2020-04-28 23:44:55.400000000,15_australia_bushfires_australian_fire
16,"japan, japanese, tokyo, olympics, spring",7,2020-04-28 23:44:55.400000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, covid, label, canadian",8,2020-04-28 23:44:55.400000000,17_canada_trudeau_canadian_covid
18,"taiwan, china, netherlands change, taiwan return, australia taiwan",19,2020-04-28 23:44:55.400000000,18_taiwan_china_tsai_support taiwan
19,"germany, hezbollah, berlin, ban hezbollah, ban",16,2020-04-28 23:44:55.400000000,19_germany_german_far right_right
20,"mexico, mexican, drug, traffic, oil mexican cartels",8,2020-04-28 23:44:55.400000000,20_mexico_mexican_border_drug
21,"pull remain, cut open killer, pull remain friend, villagers cut open, villagers cut",2,2020-04-28 23:44:55.400000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, test, seizure",9,2020-04-28 23:44:55.400000000,22_korea_south_south korea_north korea
23,"mock traditional remedy, journalists arrest cartoon, iran amid false, amid false belief, cartoon mock traditional",2,2020-04-28 23:44:55.400000000,23_iran_coronavirus_sanction_iran corona...
24,"crew quarantine aboard, crew quarantine, quarantine aboard, quarantine aboard german, aboard german cruise",1,2020-04-28 23:44:55.400000000,24_cruise_ship_cruise ship_passengers
25,"climate, grant, climate crisis easyjet, grant schapps, environmental tax flight",2,2020-04-28 23:44:55.400000000,25_climate_carbon_emissions_climate chan...
26,"david icke, icke, youtube, david, icke channel",5,2020-04-28 23:44:55.400000000,26_facebook_youtube_google_zoom
27,"venezuela, maduro, beret, green beret, venezuela maduro",9,2020-04-28 23:44:55.400000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, russia coronavirus case, russia coronavirus, coronavirus case",14,2020-04-28 23:44:55.400000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, monkey, immunisation, new outbreak polio",9,2020-04-28 23:44:55.400000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, oil supply lose, cut oil supply, supply lose military, oil supply",6,2020-04-28 23:44:55.400000000,30_oil_price_oil price_saudi
31,"ice, litres, antarctica, lose, antarctica greenland lose",3,2020-04-28 23:44:55.400000000,31_ice_antarctica_melt_warm
32,"india, opt stay india, americans opt stay, opt stay, americans opt",6,2020-04-28 23:44:55.400000000,32_india_coronavirus_lockdown_covid
34,"asteroid, earth, pho, miles earth, miles",4,2020-04-28 23:44:55.400000000,34_earth_nasa_asteroid_star
35,"fauci testify week, testify week, block fauci, block fauci testify, fauci testify",1,2020-04-28 23:44:55.400000000,35_impeachment_trump_trial_witness
36,"help children, help children affect, donate help, donate help children, thunberg donate",1,2020-04-28 23:44:55.400000000,36_greta_thunberg_greta thunberg_climate
37,"amazon, ryanair, ground, websites germany france, cut job flight",6,2020-04-28 23:44:55.400000000,37_amazon_airlines_flight_airline
38,"magnitude earthquake, earthquake, magnitude, earthquake hit near, magnitude earthquake hit",4,2020-04-28 23:44:55.400000000,38_earthquake_magnitude_magnitude earthq...
40,"assault, assault style, weapons, style, ban assault",24,2020-04-28 23:44:55.400000000,40_gun_shoot_assault_canada
41,"right group gear, group gear, group gear legal, gear legal battle, gear legal",1,2020-04-28 23:44:55.400000000,41_huawei_network_giant huawei_giant
42,"assange, espionage defence coordinator, assange extradition unthinkable, document reveal communication, unthinkable new evidence",2,2020-04-28 23:44:55.400000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, lab, say, pompeo",334,2020-05-03 09:31:01.600000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, virus, beijing",111,2020-05-03 09:31:01.600000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, zealand, new zealand, india, new",53,2020-05-03 09:31:01.600000000,1_pakistan_india_school_coronavirus
2,"iran, iraq, russia turkey iran, turkey iran, uzbekistan",13,2020-05-03 09:31:01.600000000,2_iran_iraq_soleimani_iranian
3,"likely die covid, likely die, die covid, people time likely, putin",14,2020-05-03 09:31:01.600000000,3_putin_death_toll_death toll
4,"trump, personal valet test, trump personal valet, valet test positive, personal valet",25,2020-05-03 09:31:01.600000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, wear, face, security guard",22,2020-05-03 09:31:01.600000000,5_mask_face mask_face_ventilators
6,"december, coronavirus, december month, case, france",17,2020-05-03 09:31:01.600000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, palestinian, west bank, west, bank",14,2020-05-03 09:31:01.600000000,7_israel_palestinian_netanyahu_israeli
8,"meat, animals, animal, covid, dog",21,2020-05-03 09:31:01.600000000,8_dog_animals_meat_cat
9,"italy, toll, italian, death toll, death",19,2020-05-03 09:31:01.600000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, johnson say, brexit",6,2020-05-03 09:31:01.600000000,10_johnson_boris_boris johnson_brexit
11,"universal basic, universal basic income, basic income, universal, income",16,2020-05-03 09:31:01.600000000,11_stock_economy_recession_market
13,"brazil, bolsonaro, coronavirus brazil, brazil bolsonaro, anti democratic",10,2020-05-03 09:31:01.600000000,13_brazil_bolsonaro_brazilian_president
14,"kim, jong, kim jong, north, korea",20,2020-05-03 09:31:01.600000000,14_kim_jong_kim jong_north
17,"canada, trudeau, agree boost, provinces agree boost, provinces agree",12,2020-05-03 09:31:01.600000000,17_canada_trudeau_canadian_covid
18,"taiwan, taiwan rebuff say, say china right, right represent taiwan, rebuff say china",17,2020-05-03 09:31:01.600000000,18_taiwan_china_tsai_support taiwan
19,"german, germany, miss hitler pageant, issue arrest warrant, germany issue",10,2020-05-03 09:31:01.600000000,19_germany_german_far right_right
20,"mexico, mexican, luna chief, order mexican, storm hospital claim",6,2020-05-03 09:31:01.600000000,20_mexico_mexican_border_drug
21,"afghanistan, foreign legion soldier, mali decades war, attack drone, legion soldier",4,2020-05-03 09:31:01.600000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, baseball south korea, air live baseball",2,2020-05-03 09:31:01.600000000,22_korea_south_south korea_north korea
24,"cruise, cruise ship, ship, august, carnival",4,2020-05-03 09:31:01.600000000,24_cruise_ship_cruise ship_passengers
25,"trump administration reverse, nearly environmental rule, reverse nearly, administration reverse nearly, administration reverse",1,2020-05-03 09:31:01.600000000,25_climate_carbon_emissions_climate chan...
26,"contact trace apps, google ban use, use location track, use location, ban use location",4,2020-05-03 09:31:01.600000000,26_facebook_youtube_google_zoom
27,"venezuela, maduro, capture, venezuelan, fail",39,2020-05-03 09:31:01.600000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, putin, coronavirus case, russia coronavirus case",17,2020-05-03 09:31:01.600000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, significant breakthrough, antibody, pledge",15,2020-05-03 09:31:01.600000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, saudi, stop saudi oil, megacity call grow, trump stop saudi",2,2020-05-03 09:31:01.600000000,30_oil_price_oil price_saudi
32,"india, covid, cent coronavirus tax, plant vizag, covid receive dose",6,2020-05-03 09:31:01.600000000,32_india_coronavirus_lockdown_covid
34,"star, earth, black hole, trump administration draft, administration draft",5,2020-05-03 09:31:01.600000000,34_earth_nasa_asteroid_star
36,"greta, thunberg, greta thunberg, mayor, thunberg help",5,2020-05-03 09:31:01.600000000,36_greta_thunberg_greta thunberg_climate
37,"amazon, fire, chickenshit, company chickenshit, company chickenshit fire",9,2020-05-03 09:31:01.600000000,37_amazon_airlines_flight_airline
38,"hit papua, hit papua new, earthquake hit papua, papua new guinea, papua new",1,2020-05-03 09:31:01.600000000,38_earthquake_magnitude_magnitude earthq...
40,"gun, gun owners, owners, trudeau, ontario premier trudeau",4,2020-05-03 09:31:01.600000000,40_gun_shoot_assault_canada
41,"millions switch, new update millions, google huawei plan, google huawei, plan killer",1,2020-05-03 09:31:01.600000000,41_huawei_network_giant huawei_giant
42,"assange, dunn, receive crucial paper, office cover family, partner say life",2,2020-05-03 09:31:01.600000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, say, chinese, lockdown",304,2020-05-07 19:17:07.800000000,-1_coronavirus_covid_say_test
0,"china, chinese, wuhan, kong, hong",92,2020-05-07 19:17:07.800000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, zealand, new zealand, child, school",53,2020-05-07 19:17:07.800000000,1_pakistan_india_school_coronavirus
2,"resolution wagner, group fight, fight libya ally, shadowy russian, shadowy russian military",6,2020-05-07 19:17:07.800000000,2_iran_iraq_soleimani_iranian
3,"putin, die, toll, deaths, russian",22,2020-05-07 19:17:07.800000000,3_putin_death_toll_death toll
4,"trump, obama, chaotic, president, trump handle",12,2020-05-07 19:17:07.800000000,4_trump_coronavirus_fund_white house
5,"mask, face, face mask, ventilators, ventilators russia",17,2020-05-07 19:17:07.800000000,5_mask_face mask_face_ventilators
6,"coronavirus, pandemic, case, december, covid",17,2020-05-07 19:17:07.800000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, netanyahu, israeli, west bank, annexation",9,2020-05-07 19:17:07.800000000,7_israel_palestinian_netanyahu_israeli
8,"park, meat, rat, hepatitis, beef",17,2020-05-07 19:17:07.800000000,8_dog_animals_meat_cat
9,"italy, italian, italy britain, russia overtake italy, britain record rise",8,2020-05-07 19:17:07.800000000,9_italy_italian_coronavirus_deaths
10,"boris johnson, boris, johnson, boris johnson unveil, new stay alert",9,2020-05-07 19:17:07.800000000,10_johnson_boris_boris johnson_brexit
11,"income, universal basic, universal basic income, basic income, universal",12,2020-05-07 19:17:07.800000000,11_stock_economy_recession_market
12,"fire missile ship, people disastrous operation, missile ship kill, missile ship, iran accidentally fire",1,2020-05-07 19:17:07.800000000,12_plane_crash_iran_ukrainian
13,"brazil, bolsonaro, brazilian, president, brazilian president",24,2020-05-07 19:17:07.800000000,13_brazil_bolsonaro_brazilian_president
14,"korea, north, north korea, fertiliser, kim",4,2020-05-07 19:17:07.800000000,14_kim_jong_kim jong_north
16,"japan, sazae, bully, japanese, will accept team",3,2020-05-07 19:17:07.800000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, trudeau warn, ontario, covid",10,2020-05-07 19:17:07.800000000,17_canada_trudeau_canadian_covid
18,"taiwan, support taiwan, new zealand support, zealand support taiwan, zealand support",33,2020-05-07 19:17:07.800000000,18_taiwan_china_tsai_support taiwan
19,"public holiday, german, germany, nazi, berlin",8,2020-05-07 19:17:07.800000000,19_germany_german_far right_right
20,"mexico, mexican, gun, border, strangle mexico border",8,2020-05-07 19:17:07.800000000,20_mexico_mexican_border_drug
21,"somalia, afghanistan, kill, family wait answer, seek pak",6,2020-05-07 19:17:07.800000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, nightclubs, case",10,2020-05-07 19:17:07.800000000,22_korea_south_south korea_north korea
23,"army push develop, army push, detect coronavirus symptoms, wearable sensors, push develop wearable",1,2020-05-07 19:17:07.800000000,23_iran_coronavirus_sanction_iran corona...
24,"resume sail early, resume sail, board cbc, sail early summer, early summer",1,2020-05-07 19:17:07.800000000,24_cruise_ship_cruise ship_passengers
25,"climate, commercial steel, steel, commercial, world barrel",4,2020-05-07 19:17:07.800000000,25_climate_carbon_emissions_climate chan...
26,"plandemic, youtube, facebook, plandemic video, facebook youtube",8,2020-05-07 19:17:07.800000000,26_facebook_youtube_google_zoom
27,"venezuela, maduro, beret, green beret, venezuelan",11,2020-05-07 19:17:07.800000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, putin, russian, victory day",17,2020-05-07 19:17:07.800000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, finnish develop, coronavirus vaccine nearly, source coronavirus vaccine",6,2020-05-07 19:17:07.800000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, cut cost amid, drop amid supply, exceed supply end, price drop amid",3,2020-05-07 19:17:07.800000000,30_oil_price_oil price_saudi
31,"ice, antarctica, antarctica greenland, sea level, oceans",5,2020-05-07 19:17:07.800000000,31_ice_antarctica_melt_warm
32,"covid app unlike, app unlike democracy, app unlike, unlike democracy, covid app",1,2020-05-07 19:17:07.800000000,32_india_coronavirus_lockdown_covid
33,"greek, hotel, turkey, hotel northern greek, arnissa",2,2020-05-07 19:17:07.800000000,33_greece_greek_migrants_turkey
34,"closest, asteroid, monday, closest flybys record, hole earth",2,2020-05-07 19:17:07.800000000,34_earth_nasa_asteroid_star
35,"witness, witness multiple, loom supreme court, mull power electors, mull power",2,2020-05-07 19:17:07.800000000,35_impeachment_trump_trial_witness
37,"bankruptcy, avianca, file bankruptcy, latin america, airline",3,2020-05-07 19:17:07.800000000,37_amazon_airlines_flight_airline
40,"validate fear arbitrary, arbitrary authoritarian government, new gun ban, fear arbitrary authoritarian, ban validate fear",1,2020-05-07 19:17:07.800000000,40_gun_shoot_assault_canada
41,"huawei, exclusive draft, standards source, huawei plan report, huawei firm work",2,2020-05-07 19:17:07.800000000,41_huawei_network_giant huawei_giant
42,"want death harry, want death, death harry dunn, death harry, dunn",4,2020-05-07 19:17:07.800000000,42_assange_julian assange_julian_extradi...
